	name	fold	tstat	pvalue	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	KO	WT	metlin	ko15	ko16	ko18	ko19	ko21	ko22	wt15	wt16	wt18	wt19	wt21	wt22
67	M517T2924	4.4297791059637	1.40644336539556	0.217530040400685	517.206612695859	517.161326141078	517.241829152124	2924.23165396443	2923.0339014869	2928.12671348724	5	4	1	http://metlin.scripps.edu/metabo_list.php?mass_min=516.06&mass_max=516.36	73778.0027999999	428335.291428572	53816.9750526314	91781.1875999999	18042.4956645272	29442.529444283	7109.8554394917	41849.665	21650.0684509641	19547.1263448526	47546.2479725442	19234.0906181693
68	M273T3675	1.91148324207596	-1.34388741974767	0.217906890094345	273.200012207031	273.200012207031	273.202745565007	3675.09780294836	3659.77959519563	3675.57798177591	3	0	3	http://metlin.scripps.edu/metabo_list.php?mass_min=272.05&mass_max=272.35	79091.652928132	74733.0973102543	15435.9489829428	23100.3588482102	25311.7841957572	14654.1201527629	55768.1127499995	175747.525363637	98732.3449999995	45917.0561035872	55504.1621455283	12419.8939817804
69	M564T3462	1.15749507352104	-1.31061183022602	0.219923189657823	564.202276543251	564.200012207031	564.243442189252	3462.14176811754	3443.23115143099	3488.54048233945	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=563.05&mass_max=563.35	495463.923809517	528828.542869567	403730.49585	310207.5189	373670.928521741	319110.653750002	483380.926476184	561867.1284	531539.640333331	483456.8736	364380.949730772	389258.968863637
70	M305T2927	1.30299036855976	-1.37978323395779	0.220571118000746	305.100006103516	305.100006103516	305.118148893444	2927.18157828453	2925.77375197888	2927.99074712032	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=303.95&mass_max=304.25	994373.817684208	888256.440000004	1063314.6672	1096130.20647619	1246073.69263159	1214950.01936842	1681341.89389473	1149447.58231579	810315.662842116	859584.524190477	2251478.21104762	1721307.2844
71	M549T3182	1.20637331825572	1.30374940329761	0.228415656711299	549.100036621094	549.100036621094	549.100036621094	3181.57787941335	3181.00600041499	3185.0563187173	3	3	0	http://metlin.scripps.edu/metabo_list.php?mass_min=547.95&mass_max=548.25	187979.725715822	178679.522144667	220591.150363636	116083.325333282	162508.215130435	102376.88682353	154405.526287576	159920.788873535	151755.252271943	111801.275320108	95477.3025695106	129226.260443753
72	M473T2937	3.52996226197467	1.33786577641917	0.236977486638793	473.176868065728	473.168969125792	473.181961416615	2936.89618690141	2934.29058080533	2937.04381429811	3	3	0	http://metlin.scripps.edu/metabo_list.php?mass_min=472.03&mass_max=472.33	86935.9562105274	498129.037714286	58858.770686652	112626.492952381	27657.23968492	41581.7240317682	39898.4166820336	68463.7500540284	44707.9962539907	9091.37561089317	53107.8759150555	18667.7100181819
73	M312T2999	1.1559574260919	1.21370309423089	0.252907531352798	312.100006103516	312.08580970968	312.11181595421	2998.68466927273	2995.11699968367	3002.49372232678	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=310.95&mass_max=311.25	293193.90661111	263174.5116	296169.41936842	158153.847	243862.618526315	264121.30635	241411.910947368	288181.927999999	230302.349578947	149743.8057	192635.850000001	211505.766736842
74	M313T2788	1.84103088152322	-1.17863637309727	0.265973967523103	313.001212832892	313	313.029265583867	2788.23973357695	2785.79170901147	2790.59075107005	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=311.85&mass_max=312.15	1704155.4324	6856948.35031588	897619.326149999	1642799.37219048	806366.75352381	307398.43365	915830.649299999	4877627.9578948	7685168.97959999	4134979.77904762	4114991.6389091	760122.81915
75	M595T3004	2.66113518158088	-1.21781376424266	0.268584051761375	595.200012207031	595.200012207031	595.263281590128	3004.35021879394	2998.88790425392	3008.95405743497	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=594.05&mass_max=594.35	178436.863894736	264081.384681819	32465.7109132971	1971.05862314148	53614.2267853095	54784.3352905066	857615.435318184	44876.071244235	195758.328380953	58072.3785628065	90031.4855750537	311351.306823533
76	M576T2860	1.77791073413855	-1.1688757252896	0.270775570562215	576.252859690866	576.205486863815	576.291278017366	2859.82345587424	2854.9923949542	2863.59373908051	8	2	6	http://metlin.scripps.edu/metabo_list.php?mass_min=575.1&mass_max=575.4	313926.290611115	379595.198631578	42199.3862666852	53879.9341179288	67827.2719674951	45429.7744704375	588883.899611118	143282.12715	110578.974444446	97970.4001052629	365961.164999996	298524.107388887
77	M557T2913	2.66065088490783	1.20250618647235	0.279514828490362	557.250620620255	557.187240002561	557.289954764071	2913.39213803526	2911.21350029196	2916.9496477638	6	4	2	http://metlin.scripps.edu/metabo_list.php?mass_min=556.1&mass_max=556.4	198372.728421052	758154.11205	72210.997965256	195362.395428572	28677.4527382326	61752.7077777785	99118.679294117	170070.94125	39001.7312729637	22345.4359930932	94359.9169226017	69166.7599019052
78	M584T3372	1.86721584937486	-1.14044625505862	0.281125606558691	584.175185324337	584.174963207793	584.299987792969	3371.76599569795	3369.46991061651	3398.23431211362	4	1	3	http://metlin.scripps.edu/metabo_list.php?mass_min=583.03&mass_max=583.33	182064.71805	117675.469768327	24342.4883779911	12105.4527729901	16863.0572458087	4448.61262523219	142677.549944446	102289.676243893	177368.3031	21068.8587593801	8926.26205086004	215198.640444443
79	M492T3663	1.17339390098979	1.13818746716753	0.28167573004954	492.200012207031	492.192866757831	492.209694476715	3663.20961223577	3660.47656814795	3669.34943418	11	6	5	http://metlin.scripps.edu/metabo_list.php?mass_min=491.05&mass_max=491.35	606211.91457143	598203.047619048	530440.60952381	334754.268952377	407576.761818177	418373.733	246304.948436048	554774.054095239	485690.796190477	388397.11575	374965.720380953	417547.087227274
80	M463T3045	1.58526725360618	-1.18076848947793	0.285304144830002	463.181722575075	463.15072316726	463.200012207031	3044.8707888066	3042.74097359977	3050.64798937857	7	2	5	http://metlin.scripps.edu/metabo_list.php?mass_min=462.03&mass_max=462.33	224751.8592	302278.364763352	189569.03892284	129238.387978834	163332.510771218	207171.526095238	708094.49145	96589.7343529405	253796.152380953	142091.834661825	213874.512954546	513779.920956524
81	M336T2787	1.70308452501705	-1.12197303702772	0.288121197437528	336.00281952193	336	336.046886975023	2786.83764844927	2784.98502014336	2787.73025146599	6	2	4	http://metlin.scripps.edu/metabo_list.php?mass_min=334.85&mass_max=335.15	73353.4877647054	294165.216450004	49786.8192050201	63364.4675733107	46979.4114418123	20833.6449490666	68652.6347876886	187153.935450003	317781.234954546	144038.598260868	171719.094857143	44767.4919234972
82	M444T2687	1.19445760543679	1.12130937358687	0.292064199266573	444.097716842693	444.010382833314	444.118686406941	2687.03156642243	2683.22018937487	2688.70417407919	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=442.95&mass_max=443.25	348573.720782606	304396.915500002	238158.742719999	250968.947478262	214580.687384614	225079.871739131	352281.102782606	238866.837045455	116900.377904762	223410.559680001	176842.748952379	215947.035458334
83	M508T3367	1.63274761139341	1.11479113940934	0.294334655725485	508.100006103516	508.100006103516	508.100006103516	3367.04300331512	3359.93368392793	3374.13030128293	4	1	3	http://metlin.scripps.edu/metabo_list.php?mass_min=506.95&mass_max=507.25	330908.519139305	251499.900766207	0	323687.481688884	666645.22575	257851.522063794	321721.879999999	0	104334.511161004	67780.0481009252	288185.359999998	339151.26915
84	M468T3140	1.44517752844008	-1.14706161143985	0.297551358644922	468.200012207031	468.179607476249	468.229557152172	3140.40559086411	3111.12710317802	3146.16820063313	9	4	5	http://metlin.scripps.edu/metabo_list.php?mass_min=467.05&mass_max=467.35	254514.739722221	157547.495645127	341179.963428572	249764.436888701	301389.02565	293268.006947368	264905.970833336	296463.629473683	352944.19863636	256629.478435128	258240.22425	879724.129777774
85	M444T2898	1.67363252483079	-1.11579800574129	0.299651291526239	444.183741484675	444.177932062456	444.200012207031	2897.62654353366	2890.6013699459	2899.19813946683	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=443.03&mass_max=443.33	166816.817999999	130090.624999998	46951.8716961159	60724.1230631877	48155.2691224182	35656.8791781559	336163.214315789	57251.284078156	63188.1459155858	69045.1383874033	175244.66595	116502.289166666
86	M565T3460	1.2695412795157	-1.09936220751732	0.300305614792942	565.221501082724	565.195169122164	565.299987792969	3460.14934264019	3443.23115143099	3490.14354499055	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=564.07&mass_max=564.37	179734.780952381	117170.520444444	145338.47145	122022.2814	92879.2588235288	60638.4941089826	164572.995157894	200163.3648	214969.35675	172161.249599999	76311.3696117123	83077.8370624992
87	M314T2788	1.76357186497177	-1.08126818206529	0.30512046919441	314.004582029234	314	314.052905983057	2787.73025146599	2786.51513242538	2792.30779412181	11	5	6	http://metlin.scripps.edu/metabo_list.php?mass_min=312.85&mass_max=313.15	388253.14035	1499485.01160002	171070.656631579	390983.008	178926.450000001	76608.1812256737	165809.822937501	1015506.86694738	1678104.69790476	925856.843227275	823072.932899999	162686.444999999
88	M512T2925	2.91852602909363	1.08217170821602	0.326728703780969	512.259515327807	512.234914472872	512.286917318711	2924.78173410625	2922.51572442601	2927.36301214692	8	5	3	http://metlin.scripps.edu/metabo_list.php?mass_min=511.11&mass_max=511.41	321916.964571429	2744626.00533334	237653.668571426	592109.12304762	85388.4238220962	174057.133714286	269403.422476191	491984.355000003	128705.745501072	81726.6706627914	278263.002772728	173838.083587172
89	M556T2914	2.68216786577037	1.06526060195688	0.332552157766673	556.294405533999	556.27669058021	556.342166833829	2913.75779013589	2908.01226548019	2916.41948732832	10	6	4	http://metlin.scripps.edu/metabo_list.php?mass_min=555.14&mass_max=555.44	297420.425000001	2346051.4133333	227810.118095238	563493.968761905	56475.5971764702	174975.49455	237945.078818182	523208.964571429	124019.990000001	66376.139894052	239761.659428572	175577.638936813
90	M468T2936	3.17618681707407	1.06999580979802	0.332602799188717	468.23437286833	468.211630664721	468.259034557202	2936.37979100351	2935.56721486437	2937.04381429811	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=467.08&mass_max=467.38	267867.79665	2828119.34476191	193054.689927976	534910.739999995	100161.919648158	161971.484040415	224459.21355	397301.356995316	117353.777708133	101739.370167174	255386.088585991	190235.520283042
91	M287T3261	1.09399665344943	-1.01336508082668	0.33649692156112	287.141751118956	287.100006103516	287.185429479009	3261.3007919828	3259.89851788469	3264.79382355509	8	4	4	http://metlin.scripps.edu/metabo_list.php?mass_min=285.99&mass_max=286.29	381592.923444443	383820.556526321	388006.065777782	315395.821084212	300519.125	285795.931664047	471955.262421051	357491.384999996	327052.090736841	302366.610947368	419264.092143955	370176.364458411
92	M488T2882	1.72559225050916	-1.0180152330111	0.339597677645334	488.197298007666	488.191351180876	488.215520330647	2882.28055639685	2878.11481801672	2885.26092189615	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=487.05&mass_max=487.35	268054.639055554	197835.951473684	49555.8108336456	89178.9324604288	59030.0295659087	28209.6333946662	533143.139578946	47413.7537296565	73079.8475155652	125331.176129916	226005.728	188903.231894736
93	M308T3261	2.48637218456293	1.02490343160834	0.350977167631269	308.121772465821	308.100006103516	308.17109401274	3260.83649880005	3257.54984617126	3263.29158217485	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=306.97&mass_max=307.27	312927.856055554	1931395.44421052	246074.480470591	237549.176999999	146735.965000001	114054.477882354	209238.895058826	355567.999999995	145089.129333335	121584.974823529	247134.923473684	123431.55
94	M335T2788	1.66930229629122	-0.967734921016746	0.355999122354157	335	334.971137933392	335.026107182788	2787.55693564784	2784.98502014336	2790.31763590233	11	5	6	http://metlin.scripps.edu/metabo_list.php?mass_min=333.85&mass_max=334.15	382769.55555	1344842.91240002	190478.179047619	255464.744954546	163243.312761905	47468.1922626189	215083.925333334	843755.312100012	1435113.39672728	591752.314695647	763566.362000002	130790.895238095
95	M584T3505	3.41931101868433	1.00686060672224	0.358322747311784	584.402795181366	584.323919094036	584.470584317396	3505.48021134771	3501.84531389063	3510.46607328532	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=583.25&mass_max=583.55	9975.25957220177	279786.005000001	35657.1009375003	48589.7444375004	0	5685.55825507644	27276.9690985919	30981.0676874997	14803.7711516438	0	37982.1029927117	0
96	M272T2732	1.57231879969807	-0.958038583424733	0.364316157104693	272.122978023788	272.119633285375	272.147740001037	2731.75507398633	2722.83655986652	2745.61138117956	4	1	3	http://metlin.scripps.edu/metabo_list.php?mass_min=270.97&mass_max=271.27	224307.754666664	62527.9870579635	74260.3743657798	48867.5462830178	47831.2688513373	58686.1613710912	294518.89515	47984.3491975198	131285.22045	35048.1140110554	73015.4627684854	230220.889999997
97	M365T2687	1.13355580467569	0.934747398109126	0.371960977087863	365	365	365	2687.19514671156	2686.94709087135	2687.83611271397	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=363.85&mass_max=364.15	12540961.9885714	13086927.3322667	11725804.6293334	7176350.08193936	9905615.66109091	8655442.52159993	13169757.888	10032806.1351724	8963502.49275003	6327210.04412119	8737740.73238712	8426676.80129039
98	M318T3249	1.12603559926845	-0.93165920897521	0.373582477453368	318.11302847168	318.088375294962	318.139348829072	3249.3545915938	3244.50523845026	3253.76959121905	8	4	4	http://metlin.scripps.edu/metabo_list.php?mass_min=316.96&mass_max=317.26	61029.2428262166	112351.136879709	99212.9683157892	127139.6679	94649.7409499999	113150.389578949	135875.572610225	121177.392761905	90519.6000000005	98147.5535238096	90540.1239536033	147843.707789476
99	M573T3404	1.08417930588871	-0.931806452517027	0.378907801145328	573.223263694001	573.1873463052	573.299987792969	3403.65090472948	3383.48334543809	3424.70049864918	11	5	6	http://metlin.scripps.edu/metabo_list.php?mass_min=572.07&mass_max=572.37	109852.840222222	86129.8898130121	105593.061444446	90522.7300000001	106757.579578947	114065.883789473	104338.55	143399.257263158	121220.596666668	85290.8590588244	104508.92595	105759.143157894
100	M268T3880	1.66035184504659	-0.927955053777216	0.380143339415578	268.200012207031	268.160013659624	268.207051764688	3880.07205991891	3877.8792505526	3886.73860856509	7	3	4	http://metlin.scripps.edu/metabo_list.php?mass_min=267.05&mass_max=267.35	5455.19910738834	42250.2198030248	272955.021652175	152727.236869566	81539.4826452613	86353.7957894735	1369.30909876197	466306.58655	207039.05295652	191819.343238095	115472.771473684	82744.9549497674
101	M264T3155	1.2367145069186	0.91453284457982	0.384135868816968	264.144101497159	264.128515370573	264.157955786817	3154.52117097725	3153.24812303769	3158.75528916246	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=262.99&mass_max=263.29	25037.6598490137	185347.325166669	165143.892388888	188573.028	181567.06395	195963.039	36182.9487061627	129476.97317647	150120.706210526	169945.459473684	130895.083222224	144776.874666667
102	M324T2792	1.1370583305237	-0.907926379765524	0.38739205685547	324.094340549664	324.07519490258	324.117463081709	2792.46161333351	2790.31763590233	2795.22106495993	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=322.94&mass_max=323.24	339832.022400005	284679.760000001	341633.138608697	176025.842165731	264128.199916667	283695.318260871	455424.617142858	379752.33195	303409.426791665	224206.885541668	255731.548267937	303097.266454546
103	M467T3696	1.12128639565467	0.891363358994774	0.393676570049118	467.200012207031	467.194286086601	467.200012207031	3696.31398355435	3691.97402579919	3703.57246165192	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=466.05&mass_max=466.35	986922.615913047	1099746.42296297	860519.056499999	662154.177545456	740599.629714286	685996.876190477	533336.667272725	1042023.17008696	857864.64152381	682214.386285715	674414.031454547	701362.548727275
104	M366T2687	1.13302671196066	0.887945585607854	0.395544204040704	366	366	366	2687.10493233824	2685.60234061349	2687.83611271397	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=364.85&mass_max=365.15	2864111.74041378	2952706.01703227	2484968.45832259	1546876.71483871	2118036.4905	1929729.09733332	2914143.2096	2259649.11013334	2003961.26400001	1404628.31174999	1879524.96666667	1802965.95306668
105	M592T3510	3.59501556686232	-0.919149109465739	0.396534252208627	592.44003748873	592.362860110981	592.536087862286	3510.12739840093	3502.48839003775	3512.02806771056	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=591.29&mass_max=591.59	228098.477499999	0	25076.5209784201	0	106611.367187501	3925.51431391695	24587.0997340536	2948.34268238744	68675.878588236	4616.45894836012	162782.695368421	1043939.39505882
106	M596T3714	2.61817190827633	0.91824653553379	0.397644450140718	595.974694458921	595.868389759797	596.048753184221	3714.44548602617	3713.16083498854	3718.06972319245	5	3	2	http://metlin.scripps.edu/metabo_list.php?mass_min=594.82&mass_max=595.12	31859.7495201474	381904.347388887	65769.9201666664	61369.2963888896	0	0	8159.47236712587	77259.2478571523	47342.4892500004	3607.98121833177	52713.4785882358	17513.1282505291
107	M431T2687	1.10198725503965	0.885077351021304	0.397821975859382	431.102372495927	431.070537331902	431.114881916364	2687.44130482156	2684.68223939365	2696.90310458562	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=429.95&mass_max=430.25	559442.450769229	796036.924965517	718791.792	910517.598374995	844283.422965514	847285.748964285	589107.861692306	533617.455461542	603054.767172414	757021.325666668	838407.270972977	922359.397206902
108	M254T3232	1.95102778563763	0.910467263626324	0.402422519651023	254.111490108224	254.100006103516	254.173482453927	3231.67310847358	3228.69937517936	3242.34215318528	5	3	2	http://metlin.scripps.edu/metabo_list.php?mass_min=252.96&mass_max=253.26	83320.9196658353	564680.785500003	89307.0016499999	127186.809904762	46951.293665979	28349.2641006254	77623.299038346	124200.880761903	108479.02168421	42272.999214905	80892.9848286999	48223.6337159553
109	M353T3498	1.20102275073284	0.874124213332505	0.403324320145297	353.127765068609	353.095218123337	353.153751489773	3497.7410869781	3495.75102840075	3500.71141879331	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=351.98&mass_max=352.28	223895.036722225	261258.573473688	205854.357166666	124798.5027	128120.89155	106673.072421052	245539.783333336	159550.185	120134.525222222	127073.726315789	114163.62	108292.97505
110	M552T3356	1.3175269582036	0.878534442532601	0.407875847576373	552.100036621094	552.100036621094	552.200012207031	3356.27447478071	3354.45717625171	3373.66506654365	5	3	2	http://metlin.scripps.edu/metabo_list.php?mass_min=550.95&mass_max=551.25	373539.000454546	245326.47663012	280157.378930649	148120.373932932	237708.441904762	333635.824315789	297548.567387356	120302.132655258	478935.559181819	41640.3440234721	80863.4504999992	209138.318128101
111	M486T3466	1.14611331579856	0.860231197248669	0.410210981881858	486.156012418208	486.117760475128	486.200012207031	3465.51044345162	3463.13742275503	3468.75241746992	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=485.01&mass_max=485.31	300614.063217392	317441.045956525	333286.343619048	271452.663391305	187876.377833332	190974.995333334	281818.935391305	252367.699909092	311629.398636364	260242.879826088	176497.753760001	114901.56568421
112	M256T3452	3.13584406180635	0.892803476199191	0.41257384253198	256.150027482604	256.124743133085	256.185234127521	3452.40527364016	3449.41671854971	3455.02128476749	8	3	5	http://metlin.scripps.edu/metabo_list.php?mass_min=255&mass_max=255.3	229192.801894736	2899288.968	245869.325000001	115089.057402708	67671.1948304282	68342.6257537072	249301.22985	293543.9313	185415.276	97750.4745571092	170656.943739131	159465.517714286
113	M282T3470	1.96849218749028	0.877788178856441	0.417913027638596	282.176696755388	282.119591212362	282.200012207031	3469.5841152142	3466.47152952866	3471.76064489249	10	4	6	http://metlin.scripps.edu/metabo_list.php?mass_min=281.03&mass_max=281.33	745727.15505263	4632131.53431585	772077.813882348	949999.735052629	236160.553884279	156167.81167048	609642.461789472	863350.164210524	1100345.79368421	419170.930285715	547837.99536842	265745.791058826
114	M310T3676	1.45191951723753	0.857331825824684	0.421794755447608	310.200012207031	310.179752514457	310.200012207031	3676.12594317602	3669.04108415169	3677.00773634885	4	3	1	http://metlin.scripps.edu/metabo_list.php?mass_min=309.05&mass_max=309.35	224688.463555555	467218.229999994	160971.41435294	84219.7795436583	57902.3063977832	102699.318396553	119707.732468475	231213.148947368	130786.683249622	99126.836780069	124261.928393955	50936.9758736286
115	M244T2832	2.01638320965259	-0.854006962786579	0.422475007385777	244.100006103516	244.100006103516	244.107425472301	2832.33975042187	2831.0851251445	2833.941390534	8	4	4	http://metlin.scripps.edu/metabo_list.php?mass_min=242.95&mass_max=243.25	612169.851789472	256316.46968421	90539.8608333344	33160.4678480542	54608.4739505483	115505.419555557	627834.974947367	56894.4990939428	168524.487263157	27288.7458198032	110170.729789473	1352929.86389473
116	M557T3513	2.19717311682365	0.86536672689098	0.423161685582136	557.380568126605	557.328045681441	557.465415040059	3512.5823501324	3505.56452982961	3521.11281061099	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=556.23&mass_max=556.53	164180.723000001	1176247.34682352	120797.525625001	228162.163764704	6058.14902975194	56760.4164705878	138021.227749999	319202.61670588	116473.876941176	70883.5449999999	90184.430117648	62716.4460151736
117	M598T3707	2.89380668777761	0.864527704499587	0.425729378217451	598.439452048864	598.369485686677	598.477790757289	3706.63238851317	3705.31812758834	3708.69628332827	5	3	2	http://metlin.scripps.edu/metabo_list.php?mass_min=597.29&mass_max=597.59	31688.818869081	592732.098000007	51683.7472941173	43868.5150000001	20216.1504291895	8781.03895579019	20592.5256610396	93591.0871875008	38786.1775711333	18597.4448856695	55230.0193333331	32021.1286733689
118	M579T3510	2.00819691778789	0.860339346025326	0.427308873588168	579.409432823756	579.346466820528	579.458577865222	3510.46235490734	3506.48954056365	3516.36793965	9	4	5	http://metlin.scripps.edu/metabo_list.php?mass_min=578.26&mass_max=578.56	225184.814868732	1572160.40327777	187855.538823531	352386.355	72984.4504210524	50175.0347328206	187584.510601831	349901.245749997	190138.788000002	96021.4351249991	154232.777647058	247472.489722221
119	M466T3696	1.1095066503581	0.825797213327485	0.429014064049225	466.200012207031	466.200012207031	466.200012207031	3696.14445602908	3691.97402579919	3702.57631022597	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=465.05&mass_max=465.35	3738130.26573915	3551395.16872728	3135583.8984	2367438.19709092	2793018.19600001	2518763.04181819	1963051.96034782	3910388.16000002	3098663.598	2508631.18628572	2447538.83054546	2389184.80545455
120	M570T3212	1.29037339513761	0.813981966978518	0.440418418462754	570.200012207031	570.115533052472	570.20613232835	3211.6623770852	3199.23498875942	3231.40937170207	10	6	4	http://metlin.scripps.edu/metabo_list.php?mass_min=569.05&mass_max=569.35	205973.943875002	232350.855	354455.884105262	725809.896000001	474538.592423081	154042.176499999	349524.734947368	363812.704421052	335426.961235666	301688.651249997	253018.245000001	60520.9677061811
121	M570T3515	2.78947198542659	-0.831190337831131	0.441313650627732	570.437881698861	570.329145828009	570.456889782553	3515.29372880766	3505.67712772159	3519.44922979184	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=569.29&mass_max=569.59	189817.529124998	0	26826.0064914644	42395.4398700164	103484.865176472	53858.1857749514	80854.2508235302	11453.3864347541	36995.7901556674	8542.02751089626	99991.9164705875	923648.626588245
122	M403T2951	1.10144771799688	0.794272865492918	0.445476881259454	403.091763453068	403.083733811922	403.100006103516	2950.53706943271	2949.14639621613	2951.87618113189	6	3	3	http://metlin.scripps.edu/metabo_list.php?mass_min=401.94&mass_max=402.24	93996.9987368433	101842.365439368	111200.257388888	63553.4494185314	73538.0637946181	86898.2351111121	109363.012611112	85233.293473684	65679.8543818279	64655.0675109269	67318.1591226779	89870.0646111107
123	M380T3155	1.21891271408362	0.784802137882297	0.451791983709893	380.100006103516	380.100006103516	380.114258378438	3154.52117097725	3152.35479723321	3161.88162206853	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=378.95&mass_max=379.25	329322.831113364	1911798.7311111	1717570.34622221	1756725.2328	1765811.49305265	2609852.5285	292261.421189143	1434540.75377777	1563407.46021052	1610769.02736842	1355144.26442105	2022633.25155555
124	M343T2686	1.07552742643862	0.759155643168074	0.466252468611454	343	343	343.032383341394	2685.87466577687	2685.39098001809	2686.97980619623	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=341.85&mass_max=342.15	20269361.9199999	21948623.1359999	17930719.6444444	15378115.2937143	15793756.4586666	17800198.0504617	22065406.8258461	17773756.4603076	14333257.9034074	13440374.5721379	15108077.3262222	18737045.9022223
125	M361T2690	1.0607410532495	0.753932078388991	0.469195237499677	361.053138645882	361	361.100006103516	2690.06208135315	2682.50156525109	2690.85015496963	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=359.9&mass_max=360.2	2206508.13138461	2560830.27437036	2364088.7256	2322160.13866667	1625820.32355554	2088472.47230768	2461531.84383999	2144658.74304001	1938517.95013334	1912069.57165715	1753050.83946666	2204020.80864
126	M522T3442	1.06712426127753	0.749685916179955	0.471791279767216	522.200012207031	522.200012207031	522.203611177286	3442.08275721727	3419.81956179599	3466.01626325867	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=521.05&mass_max=521.35	15355128.9600001	14282159.3664	13919591.7504	11862489.2830476	11132861.282909	12099260.3184762	14903707.8400001	13781715.5200001	13786704.6521905	10886944.0032	10673526.1013333	9671555.9497143
127	M590T3213	1.25063957622437	0.744977107402864	0.473472561017943	590.18023110951	590.100036621094	590.190796661925	3212.6223554083	3202.37970115878	3230.54887762928	8	5	3	http://metlin.scripps.edu/metabo_list.php?mass_min=589.03&mass_max=589.33	70909.0496470583	279821.979157894	204573.049894736	199358.9805	91574.0474951224	180332.3184	113293.690627284	262258.574842105	196557.389473684	139367.952842105	52528.7384742742	56829.2042945969
128	M382T3247	1.13125315695101	0.751000573635261	0.475906935343933	382.108878723042	382.100006103516	382.165594415019	3246.82418015268	3243.91767289621	3264.79382355509	11	5	6	http://metlin.scripps.edu/metabo_list.php?mass_min=380.96&mass_max=381.26	372797.361212531	1242416.70553846	1084915.21824	944606.182999999	846849.934719996	1212011.09309302	544489.261970586	1016638.70495999	920957.342481485	883904.547076925	794106.697571428	881742.631764707
129	M596T3817	2.56055515686903	0.763521925110712	0.478635762375505	596.343180866694	596.299987792969	596.364465502325	3816.57983192481	3814.37462148011	3818.53083482424	11	6	5	http://metlin.scripps.edu/metabo_list.php?mass_min=595.19&mass_max=595.49	195519.464055558	4482351.4364445	273204.871222221	161920.106833333	171784.272631578	137865.603368421	77252.9043465276	620204.697722229	293010.80811111	142623.144999998	473434.137684209	511236.051111109
130	M513T3533	2.2276092113754	0.756807802797485	0.482404642185212	513.340983244621	513.26316358276	513.400024414062	3532.62819091274	3523.80269425697	3534.03455794571	5	2	3	http://metlin.scripps.edu/metabo_list.php?mass_min=512.19&mass_max=512.49	9307.19103707506	461814.317714286	9704.46308451799	75865.0401250007	14485.2373582144	33873.6711851402	19350.1790324546	42795.9692890493	22924.8556337455	64899.9323157893	51812.4549999999	69830.6411250006
131	M597T3816	2.4427212125054	0.742054167915575	0.490448688932458	597.33781844637	597.307253946148	597.371434632444	3816.32351972219	3811.80207979334	3819.95021054593	10	5	5	http://metlin.scripps.edu/metabo_list.php?mass_min=596.19&mass_max=596.49	67248.6522352948	1671423.26444446	104149.96517647	66215.7910588231	67707.4478947367	50354.4578775426	27556.6156308403	230637.900705885	124673.3067	59829.3910555562	180230.293578947	206925.51375
132	M205T2791	1.08450793056538	-0.7100026782451	0.494128845284976	205	205	205	2790.67895605497	2789.88843922996	2791.30703420024	12	6	6	http://metlin.scripps.edu/metabo_list.php?mass_min=203.85&mass_max=204.15	1778568.944	1567038.13810526	1482796.3848	1039129.81818181	1223132.352	1072037.6985	1950287.4888421	1466780.59999998	1572679.16109091	1275312.75818182	1356014.33418182	1231442.16000001
